Title,Authors,Abstract,PDF Link
SCE-MAE: Selective Correspondence Enhancement with Masked Autoencoder for Self-Supervised Landmark Estimation,"Oscar Carlsson, Jan E. Gerken, Hampus Linander, Heiner Spieß, Fredrik Ohlsson, Christoffer Petersson, Daniel Persson",https://openaccess.thecvf.com/content/CVPR2024/papers/Decatur_3D_Paintbrush_Local_Stylization_of_3D_Shapes_with_Cascaded_Score_CVPR_2024_paper.pdf
LAKE-RED: Camouflaged Images Generation by Latent Background Knowledge Retrieval-Augmented Diffusion,,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Decatur_3D_Paintbrush_Local_CVPR_2024_supplemental.pdf
TIGER: Time-Varying Denoising Model for 3D Point Cloud Generation with Diffusion Process,"Dale Decatur, Itai Lang, Kfir Aberman, Rana Hanocka",https://openaccess.thecvf.com/content/CVPR2024/papers/Fan_Test-Time_Linear_Out-of-Distribution_Detection_CVPR_2024_paper.pdf
ConTex-Human: Free-View Rendering of Human from a Single Image with Texture-Consistent Synthesis,,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Fan_Test-Time_Linear_Out-of-Distribution_CVPR_2024_supplemental.pdf
UFineBench: Towards Text-based Person Retrieval with Ultra-fine Granularity,"Ke Fan, Tong Liu, Xingyu Qiu, Yikai Wang, Lian Huai, Zeyu Shangguan, Shuang Gou, Fengjian Liu, Yuqian Fu, Yanwei Fu, Xingqun Jiang",https://openaccess.thecvf.com/content/CVPR2024/papers/Lee_Guided_Slot_Attention_for_Unsupervised_Video_Object_Segmentation_CVPR_2024_paper.pdf
Efficient Hyperparameter Optimization with Adaptive Fidelity Identification,,https://openaccess.thecvf.com/content/CVPR2024/papers/Chen_Unsupervised_Blind_Image_Deblurring_Based_on_Self-Enhancement_CVPR_2024_paper.pdf
ASH: Animatable Gaussian Splats for Efficient and Photoreal Human Rendering,"Minhyeok Lee, Suhwan Cho, Dogyoon Lee, Chaewon Park, Jungho Lee, Sangyoun Lee",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Chen_Unsupervised_Blind_Image_CVPR_2024_supplemental.pdf
Focus on Hiders: Exploring Hidden Threats for Enhancing Adversarial Training,,https://openaccess.thecvf.com/content/CVPR2024/papers/Foo_Action_Detection_via_an_Image_Diffusion_Process_CVPR_2024_paper.pdf
ArtAdapter: Text-to-Image Style Transfer using Multi-Level Style Encoder and Explicit Adaptation,"Lufei Chen, Xiangpeng Tian, Shuhua Xiong, Yinjie Lei, Chao Ren",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Foo_Action_Detection_via_CVPR_2024_supplemental.pdf
GoodSAM: Bridging Domain and Capacity Gaps via Segment Anything Model for Distortion-aware Panoramic Semantic Segmentation,,https://openaccess.thecvf.com/content/CVPR2024/papers/Liu_Programmable_Motion_Generation_for_Open-Set_Motion_Control_Tasks_CVPR_2024_paper.pdf
DYSON: Dynamic Feature Space Self-Organization for Online Task-Free Class Incremental Learning,"Lin Geng Foo, Tianjiao Li, Hossein Rahmani, Jun Liu",https://openaccess.thecvf.com/content/CVPR2024/papers/Yin_SCE-MAE_Selective_Correspondence_Enhancement_with_Masked_Autoencoder_for_Self-Supervised_Landmark_CVPR_2024_paper.pdf
Streaming Dense Video Captioning,,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yin_SCE-MAE_Selective_Correspondence_CVPR_2024_supplemental.pdf
Rethinking Inductive Biases for Surface Normal Estimation,"Hanchao Liu, Xiaohang Zhan, Shaoli Huang, Tai-Jiang Mu, Ying Shan",https://openaccess.thecvf.com/content/CVPR2024/papers/Zhao_LAKE-RED_Camouflaged_Images_Generation_by_Latent_Background_Knowledge_Retrieval-Augmented_Diffusion_CVPR_2024_paper.pdf
Event-based Structure-from-Orbit,,https://openaccess.thecvf.com/content/CVPR2024/papers/Ren_TIGER_Time-Varying_Denoising_Model_for_3D_Point_Cloud_Generation_with_CVPR_2024_paper.pdf
LED: A Large-scale Real-world Paired Dataset for Event Camera Denoising,"Kejia Yin, Varshanth Rao, Ruowei Jiang, Xudong Liu, Parham Aarabi, David B. Lindell",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ren_TIGER_Time-Varying_Denoising_CVPR_2024_supplemental.pdf
Fair Federated Learning under Domain Skew with Local Consistency and Domain Diversity,,https://openaccess.thecvf.com/content/CVPR2024/papers/Gao_ConTex-Human_Free-View_Rendering_of_Human_from_a_Single_Image_with_CVPR_2024_paper.pdf
Activity-Biometrics: Person Identification from Daily Activities,"Pancheng Zhao, Peng Xu, Pengda Qin, Deng-Ping Fan, Zhicheng Zhang, Guoli Jia, Bowen Zhou, Jufeng Yang",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Gao_ConTex-Human_Free-View_Rendering_CVPR_2024_supplemental.pdf
Z*: Zero-shot Style Transfer via Attention Reweighting,,https://openaccess.thecvf.com/content/CVPR2024/papers/Zuo_UFineBench_Towards_Text-based_Person_Retrieval_with_Ultra-fine_Granularity_CVPR_2024_paper.pdf
HIG: Hierarchical Interlacement Graph Approach to Scene Graph Generation in Video Understanding,"Zhiyuan Ren, Minchul Kim, Feng Liu, Xiaoming Liu",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zuo_UFineBench_Towards_Text-based_CVPR_2024_supplemental.pdf
OOSTraj: Out-of-Sight Trajectory Prediction With Vision-Positioning Denoising,,https://openaccess.thecvf.com/content/CVPR2024/papers/Jiang_Efficient_Hyperparameter_Optimization_with_Adaptive_Fidelity_Identification_CVPR_2024_paper.pdf
FADES: Fair Disentanglement with Sensitive Relevance,"Xiangjun Gao, Xiaoyu Li, Chaopeng Zhang, Qi Zhang, Yanpei Cao, Ying Shan, Long Quan",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Jiang_Efficient_Hyperparameter_Optimization_CVPR_2024_supplemental.pdf
Learning Continuous 3D Words for Text-to-Image Generation,,https://openaccess.thecvf.com/content/CVPR2024/papers/Pang_ASH_Animatable_Gaussian_Splats_for_Efficient_and_Photoreal_Human_Rendering_CVPR_2024_paper.pdf
MarkovGen: Structured Prediction for Efficient Text-to-Image Generation,"Jialong Zuo, Hanyu Zhou, Ying Nie, Feng Zhang, Tianyu Guo, Nong Sang, Yunhe Wang, Changxin Gao",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Pang_ASH_Animatable_Gaussian_CVPR_2024_supplemental.pdf
Self-Supervised Class-Agnostic Motion Prediction with Spatial and Temporal Consistency Regularizations,,https://openaccess.thecvf.com/content/CVPR2024/papers/Li_Focus_on_Hiders_Exploring_Hidden_Threats_for_Enhancing_Adversarial_Training_CVPR_2024_paper.pdf
HashPoint: Accelerated Point Searching and Sampling for Neural Rendering,"Jiantong Jiang, Zeyi Wen, Atif Mansoor, Ajmal Mian",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Li_Focus_on_Hiders_CVPR_2024_supplemental.pdf
MFP: Making Full Use of Probability Maps for Interactive Image Segmentation,,https://openaccess.thecvf.com/content/CVPR2024/papers/Chen_ArtAdapter_Text-to-Image_Style_Transfer_using_Multi-Level_Style_Encoder_and_Explicit_CVPR_2024_paper.pdf
CAT: Exploiting Inter-Class Dynamics for Domain Adaptive Object Detection,"Haokai Pang, Heming Zhu, Adam Kortylewski, Christian Theobalt, Marc Habermann",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Chen_ArtAdapter_Text-to-Image_Style_CVPR_2024_supplemental.pdf
StyLitGAN: Image-Based Relighting via Latent Control,,https://openaccess.thecvf.com/content/CVPR2024/papers/Zhang_GoodSAM_Bridging_Domain_and_Capacity_Gaps_via_Segment_Anything_Model_CVPR_2024_paper.pdf
An Empirical Study of Scaling Law for Scene Text Recognition,"Qian Li, Yuxiao Hu, Yinpeng Dong, Dongxiao Zhang, Yuntian Chen",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhang_GoodSAM_Bridging_Domain_CVPR_2024_supplemental.pdf
Text2Loc: 3D Point Cloud Localization from Natural Language,,https://openaccess.thecvf.com/content/CVPR2024/papers/He_DYSON_Dynamic_Feature_Space_Self-Organization_for_Online_Task-Free_Class_Incremental_CVPR_2024_paper.pdf
SVDinsTN: A Tensor Network Paradigm for Efficient Structure Search from Regularized Modeling Perspective,"Dar-Yen Chen, Hamish Tennent, Ching-Wen Hsu",https://openaccess.thecvf.com/content/CVPR2024/supplemental/He_DYSON_Dynamic_Feature_CVPR_2024_supplemental.pdf
Decomposing Disease Descriptions for Enhanced Pathology Detection: A Multi-Aspect Vision-Language Pre-training Framework,,https://openaccess.thecvf.com/content/CVPR2024/papers/Zhou_Streaming_Dense_Video_Captioning_CVPR_2024_paper.pdf
MoMask: Generative Masked Modeling of 3D Human Motions,"Weiming Zhang, Yexin Liu, Xu Zheng, Lin Wang",https://openaccess.thecvf.com/content/CVPR2024/papers/Bae_Rethinking_Inductive_Biases_for_Surface_Normal_Estimation_CVPR_2024_paper.pdf
Inverse Rendering of Glossy Objects via the Neural Plenoptic Function and Radiance Fields,,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Bae_Rethinking_Inductive_Biases_CVPR_2024_supplemental.pdf
Split to Merge: Unifying Separated Modalities for Unsupervised Domain Adaptation,"Yuhang He, Yingjie Chen, Yuhan Jin, Songlin Dong, Xing Wei, Yihong Gong",https://openaccess.thecvf.com/content/CVPR2024/papers/Elms_Event-based_Structure-from-Orbit_CVPR_2024_paper.pdf
Fitting Flats to Flats,,https://openaccess.thecvf.com/content/CVPR2024/papers/Duan_LED_A_Large-scale_Real-world_Paired_Dataset_for_Event_Camera_Denoising_CVPR_2024_paper.pdf
Fusing Personal and Environmental Cues for Identification and Segmentation of First-Person Camera Wearers in Third-Person Views,"Xingyi Zhou, Anurag Arnab, Shyamal Buch, Shen Yan, Austin Myers, Xuehan Xiong, Arsha Nagrani, Cordelia Schmid",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Duan_LED_A_Large-scale_CVPR_2024_supplemental.pdf
Coupled Laplacian Eigenmaps for Locally-Aware 3D Rigid Point Cloud Matching,,https://openaccess.thecvf.com/content/CVPR2024/papers/Chen_Fair_Federated_Learning_under_Domain_Skew_with_Local_Consistency_and_CVPR_2024_paper.pdf
Overcoming Generic Knowledge Loss with Selective Parameter Update,"Gwangbin Bae, Andrew J. Davison",https://openaccess.thecvf.com/content/CVPR2024/papers/Azad_Activity-Biometrics_Person_Identification_from_Daily_Activities_CVPR_2024_paper.pdf
Desigen: A Pipeline for Controllable Design Template Generation,,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Azad_Activity-Biometrics_Person_Identification_CVPR_2024_supplemental.pdf
Diff-BGM: A Diffusion Model for Video Background Music Generation,"Ethan Elms, Yasir Latif, Tae Ha Park, Tat-Jun Chin",https://openaccess.thecvf.com/content/CVPR2024/papers/Deng_Z_Zero-shot_Style_Transfer_via_Attention_Reweighting_CVPR_2024_paper.pdf
Looking Similar Sounding Different: Leveraging Counterfactual Cross-Modal Pairs for Audiovisual Representation Learning,,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Deng_Z_Zero-shot_Style_CVPR_2024_supplemental.pdf
Multi-criteria Token Fusion with One-step-ahead Attention for Efficient Vision Transformers,Yuxing Duan,https://openaccess.thecvf.com/content/CVPR2024/papers/Nguyen_HIG_Hierarchical_Interlacement_Graph_Approach_to_Scene_Graph_Generation_in_CVPR_2024_paper.pdf
Towards HDR and HFR Video from Rolling-Mixed-Bit Spikings,,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Nguyen_HIG_Hierarchical_Interlacement_CVPR_2024_supplemental.pdf
Scaling Up Video Summarization Pretraining with Large Language Models,"Yuhang Chen, Wenke Huang, Mang Ye",https://openaccess.thecvf.com/content/CVPR2024/papers/Zhang_OOSTraj_Out-of-Sight_Trajectory_Prediction_With_Vision-Positioning_Denoising_CVPR_2024_paper.pdf
Continuous Optical Zooming: A Benchmark for Arbitrary-Scale Image Super-Resolution in Real World,,https://openaccess.thecvf.com/content/CVPR2024/papers/Jang_FADES_Fair_Disentanglement_with_Sensitive_Relevance_CVPR_2024_paper.pdf
Sharingan: A Transformer Architecture for Multi-Person Gaze Following,"Shehreen Azad, Yogesh Singh Rawat",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Jang_FADES_Fair_Disentanglement_CVPR_2024_supplemental.pdf
ViewFusion: Towards Multi-View Consistency via Interpolated Denoising,,https://openaccess.thecvf.com/content/CVPR2024/papers/Cheng_Learning_Continuous_3D_Words_for_Text-to-Image_Generation_CVPR_2024_paper.pdf
SketchINR: A First Look into Sketches as Implicit Neural Representations,"Yingying Deng, Xiangyu He, Fan Tang, Weiming Dong",https://openaccess.thecvf.com/content/CVPR2024/papers/Jayasumana_MarkovGen_Structured_Prediction_for_Efficient_Text-to-Image_Generation_CVPR_2024_paper.pdf
Open-Vocabulary Segmentation with Semantic-Assisted Calibration,,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Jayasumana_MarkovGen_Structured_Prediction_CVPR_2024_supplemental.pdf
MatchU: Matching Unseen Objects for 6D Pose Estimation from RGB-D Images,"Trong-Thuan Nguyen, Pha Nguyen, Khoa Luu",https://openaccess.thecvf.com/content/CVPR2024/papers/Wang_Self-Supervised_Class-Agnostic_Motion_Prediction_with_Spatial_and_Temporal_Consistency_Regularizations_CVPR_2024_paper.pdf
Towards a Perceptual Evaluation Framework for Lighting Estimation,,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Wang_Self-Supervised_Class-Agnostic_Motion_CVPR_2024_supplemental.pdf
Bridging the Synthetic-to-Authentic Gap: Distortion-Guided Unsupervised Domain Adaptation for Blind Image Quality Assessment,"Haichao Zhang, Yi Xu, Hongsheng Lu, Takayuki Shimizu, Yun Fu",https://openaccess.thecvf.com/content/CVPR2024/papers/Ma_HashPoint_Accelerated_Point_Searching_and_Sampling_for_Neural_Rendering_CVPR_2024_paper.pdf
Coherent Temporal Synthesis for Incremental Action Segmentation,,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ma_HashPoint_Accelerated_Point_CVPR_2024_supplemental.pdf
HiFi4G: High-Fidelity Human Performance Rendering via Compact Gaussian Splatting,"Taeuk Jang, Xiaoqian Wang",https://openaccess.thecvf.com/content/CVPR2024/papers/Lee_MFP_Making_Full_Use_of_Probability_Maps_for_Interactive_Image_CVPR_2024_paper.pdf
G-FARS: Gradient-Field-based Auto-Regressive Sampling for 3D Part Grouping,,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Lee_MFP_Making_Full_CVPR_2024_supplemental.pdf
Towards High-fidelity Artistic Image Vectorization via Texture-Encapsulated Shape Parameterization,"Ta-Ying Cheng, Matheus Gadelha, Thibault Groueix, Matthew Fisher, Radomir Mech, Andrew Markham, Niki Trigoni",https://openaccess.thecvf.com/content/CVPR2024/papers/Kennerley_CAT_Exploiting_Inter-Class_Dynamics_for_Domain_Adaptive_Object_Detection_CVPR_2024_paper.pdf
On Exact Inversion of DPM-Solvers,,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Kennerley_CAT_Exploiting_Inter-Class_CVPR_2024_supplemental.pdf
EfficientSAM: Leveraged Masked Image Pretraining for Efficient Segment Anything,"Sadeep Jayasumana, Daniel Glasner, Srikumar Ramalingam, Andreas Veit, Ayan Chakrabarti, Sanjiv Kumar",https://openaccess.thecvf.com/content/CVPR2024/papers/Bhattad_StyLitGAN_Image-Based_Relighting_via_Latent_Control_CVPR_2024_paper.pdf
ChatScene: Knowledge-Enabled Safety-Critical Scenario Generation for Autonomous Vehicles,,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Bhattad_StyLitGAN_Image-Based_Relighting_CVPR_2024_supplemental.pdf
CAMEL: CAusal Motion Enhancement Tailored for Lifting Text-driven Video Editing,"Kewei Wang, Yizheng Wu, Jun Cen, Zhiyu Pan, Xingyi Li, Zhe Wang, Zhiguo Cao, Guosheng Lin",https://openaccess.thecvf.com/content/CVPR2024/papers/Rang_An_Empirical_Study_of_Scaling_Law_for_Scene_Text_Recognition_CVPR_2024_paper.pdf
Teeth-SEG: An Efficient Instance Segmentation Framework for Orthodontic Treatment based on Multi-Scale Aggregation and Anthropic Prior Knowledge,,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Rang_An_Empirical_Study_CVPR_2024_supplemental.pdf
FocSAM: Delving Deeply into Focused Objects in Segmenting Anything,"Jiahao Ma, Miaomiao Liu, David Ahmedt-Aristizabal, Chuong Nguyen",https://openaccess.thecvf.com/content/CVPR2024/papers/Xia_Text2Loc_3D_Point_Cloud_Localization_from_Natural_Language_CVPR_2024_paper.pdf
DMR: Decomposed Multi-Modality Representations for Frames and Events Fusion in Visual Reinforcement Learning,,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Xia_Text2Loc_3D_Point_CVPR_2024_supplemental.pdf
DiffuseMix: Label-Preserving Data Augmentation with Diffusion Models,"Chaewon Lee, Seon-Ho Lee, Chang-Su Kim",https://openaccess.thecvf.com/content/CVPR2024/papers/Zheng_SVDinsTN_A_Tensor_Network_Paradigm_for_Efficient_Structure_Search_from_CVPR_2024_paper.pdf
PRDP: Proximal Reward Difference Prediction for Large-Scale Reward Finetuning of Diffusion Models,,https://openaccess.thecvf.com/content/CVPR2024/papers/Phan_Decomposing_Disease_Descriptions_for_Enhanced_Pathology_Detection_A_Multi-Aspect_Vision-Language_CVPR_2024_paper.pdf
FREE: Faster and Better Data-Free Meta-Learning,"Mikhail Kennerley, Jian-Gang Wang, Bharadwaj Veeravalli, Robby T. Tan",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Phan_Decomposing_Disease_Descriptions_CVPR_2024_supplemental.pdf
Bayesian Diffusion Models for 3D Shape Reconstruction,,https://openaccess.thecvf.com/content/CVPR2024/papers/Guo_MoMask_Generative_Masked_Modeling_of_3D_Human_Motions_CVPR_2024_paper.pdf
Task-Customized Mixture of Adapters for General Image Fusion,"Anand Bhattad, James Soole, D.A. Forsyth",https://openaccess.thecvf.com/content/CVPR2024/papers/Wang_Inverse_Rendering_of_Glossy_Objects_via_the_Neural_Plenoptic_Function_CVPR_2024_paper.pdf
Bi-SSC: Geometric-Semantic Bidirectional Fusion for Camera-based 3D Semantic Scene Completion,,https://openaccess.thecvf.com/content/CVPR2024/papers/Li_Split_to_Merge_Unifying_Separated_Modalities_for_Unsupervised_Domain_Adaptation_CVPR_2024_paper.pdf
CrossKD: Cross-Head Knowledge Distillation for Object Detection,"Miao Rang, Zhenni Bi, Chuanjian Liu, Yunhe Wang, Kai Han",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Li_Split_to_Merge_CVPR_2024_supplemental.pdf
Bi-level Learning of Task-Specific Decoders for Joint Registration and One-Shot Medical Image Segmentation,,https://openaccess.thecvf.com/content/CVPR2024/papers/Dogadov_Fitting_Flats_to_Flats_CVPR_2024_paper.pdf
Parameter Efficient Self-Supervised Geospatial Domain Adaptation,"Yan Xia, Letian Shi, Zifeng Ding, Joao F. Henriques, Daniel Cremers",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Dogadov_Fitting_Flats_to_CVPR_2024_supplemental.pdf
Defense without Forgetting: Continual Adversarial Defense with Anisotropic & Isotropic Pseudo Replay,,https://openaccess.thecvf.com/content/CVPR2024/papers/Zhao_Fusing_Personal_and_Environmental_Cues_for_Identification_and_Segmentation_of_CVPR_2024_paper.pdf
EscherNet: A Generative Model for Scalable View Synthesis,"Yu-Bang Zheng, Xi-Le Zhao, Junhua Zeng, Chao Li, Qibin Zhao, Heng-Chao Li, Ting-Zhu Huang",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhao_Fusing_Personal_and_CVPR_2024_supplemental.pdf
MeaCap: Memory-Augmented Zero-shot Image Captioning,,https://openaccess.thecvf.com/content/CVPR2024/papers/Bastico_Coupled_Laplacian_Eigenmaps_for_Locally-Aware_3D_Rigid_Point_Cloud_Matching_CVPR_2024_paper.pdf
Artist-Friendly Relightable and Animatable Neural Heads,"Vu Minh Hieu Phan, Yutong Xie, Yuankai Qi, Lingqiao Liu, Liyang Liu, Bowen Zhang, Zhibin Liao, Qi Wu, Minh-Son To, Johan W. Verjans",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Bastico_Coupled_Laplacian_Eigenmaps_CVPR_2024_supplemental.pdf
Elite360D: Towards Efficient 360 Depth Estimation via Semantic- and Distance-Aware Bi-Projection Fusion,,https://openaccess.thecvf.com/content/CVPR2024/papers/Zhang_Overcoming_Generic_Knowledge_Loss_with_Selective_Parameter_Update_CVPR_2024_paper.pdf
From Feature to Gaze: A Generalizable Replacement of Linear Layer for Gaze Estimation,"Chuan Guo, Yuxuan Mu, Muhammad Gohar Javed, Sen Wang, Li Cheng",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhang_Overcoming_Generic_Knowledge_CVPR_2024_supplemental.pdf
Curriculum Point Prompting for Weakly-Supervised Referring Image Segmentation,,https://openaccess.thecvf.com/content/CVPR2024/papers/Weng_Desigen_A_Pipeline_for_Controllable_Design_Template_Generation_CVPR_2024_paper.pdf
EventDance: Unsupervised Source-free Cross-modal Adaptation for Event-based Object Recognition,"Haoyuan Wang, Wenbo Hu, Lei Zhu, Rynson W.H. Lau",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Weng_Desigen_A_Pipeline_CVPR_2024_supplemental.pdf
CycleINR: Cycle Implicit Neural Representation for Arbitrary-Scale Volumetric Super-Resolution of Medical Data,,https://openaccess.thecvf.com/content/CVPR2024/papers/Li_Diff-BGM_A_Diffusion_Model_for_Video_Background_Music_Generation_CVPR_2024_paper.pdf
Boosting Image Restoration via Priors from Pre-trained Models,"Xinyao Li, Yuke Li, Zhekai Du, Fengling Li, Ke Lu, Jingjing Li",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Li_Diff-BGM_A_Diffusion_CVPR_2024_supplemental.pdf
VRetouchEr: Learning Cross-frame Feature Interdependence with Imperfection Flow for Face Retouching in Videos,,https://openaccess.thecvf.com/content/CVPR2024/papers/Singh_Looking_Similar_Sounding_Different_Leveraging_Counterfactual_Cross-Modal_Pairs_for_Audiovisual_CVPR_2024_paper.pdf
Transferable Structural Sparse Adversarial Attack Via Exact Group Sparsity Training,"Gabriel Dogadov, Ugo Finnendahl, Marc Alexa",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Singh_Looking_Similar_Sounding_CVPR_2024_supplemental.pdf
Holistic Autonomous Driving Understanding by Bird's-Eye-View Injected Multi-Modal Large Models,,https://openaccess.thecvf.com/content/CVPR2024/papers/Lee_Multi-criteria_Token_Fusion_with_One-step-ahead_Attention_for_Efficient_Vision_Transformers_CVPR_2024_paper.pdf
Arbitrary-Scale Image Generation and Upsampling using Latent Diffusion Model and Implicit Neural Decoder,"Ziwei Zhao, Yuchen Wang, Chuhua Wang",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Lee_Multi-criteria_Token_Fusion_CVPR_2024_supplemental.pdf
Unsupervised Occupancy Learning from Sparse Point Cloud,,https://openaccess.thecvf.com/content/CVPR2024/papers/Chang_Towards_HDR_and_HFR_Video_from_Rolling-Mixed-Bit_Spikings_CVPR_2024_paper.pdf
Extreme Point Supervised Instance Segmentation,"Matteo Bastico, Etienne Decencière, Laurent Corté, Yannick Tillier, David Ryckelynck",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Chang_Towards_HDR_and_CVPR_2024_supplemental.pdf
3DInAction: Understanding Human Actions in 3D Point Clouds,,https://openaccess.thecvf.com/content/CVPR2024/papers/Argaw_Scaling_Up_Video_Summarization_Pretraining_with_Large_Language_Models_CVPR_2024_paper.pdf
Cache Me if You Can: Accelerating Diffusion Models through Block Caching,"Wenxuan Zhang, Paul Janson, Rahaf Aljundi, Mohamed Elhoseiny",https://openaccess.thecvf.com/content/CVPR2024/papers/Fu_Continuous_Optical_Zooming_A_Benchmark_for_Arbitrary-Scale_Image_Super-Resolution_in_CVPR_2024_paper.pdf
MedM2G: Unifying Medical Multi-Modal Generation via Cross-Guided Diffusion with Visual Invariant,,https://openaccess.thecvf.com/content/CVPR2024/papers/Tafasca_Sharingan_A_Transformer_Architecture_for_Multi-Person_Gaze_Following_CVPR_2024_paper.pdf
SDDGR: Stable Diffusion-based Deep Generative Replay for Class Incremental Object Detection,"Haohan Weng, Danqing Huang, Yu Qiao, Zheng Hu, Chin-Yew Lin, Tong Zhang, C. L. Philip Chen",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Tafasca_Sharingan_A_Transformer_CVPR_2024_supplemental.pdf
Neural Parametric Gaussians for Monocular Non-Rigid Object Reconstruction,,https://openaccess.thecvf.com/content/CVPR2024/papers/Yang_ViewFusion_Towards_Multi-View_Consistency_via_Interpolated_Denoising_CVPR_2024_paper.pdf
